planet_name,hoststar_name,star_count,planet_count,moon_count,circumbinary_flag,discovery_method,discovery_year,discovery_facility,controversial_flag,orbital_period,orbit_semi_major_axis,planet_radius_earth,planet_radius_jupiter,planet_mass_earth,planet_mass_jupiter,planet_density,planet_orbital_eccentricity,planet_insolation_flux,planet_equilibrium_temperature,spectral_type,stellar_effective_temperature,stellar_radius,stellar_mass,stellar_metallicity,stellar_metallicity_ratio,stellar_luminosity,stellar_surface_gravity,stellar_age,stellar_density,stellar_rotational_velocity,stellar_rotational_period
WASP-52 b,WASP-52,1,1,0,0,Transit,2012,SuperWASP,0,1.74977980,0.027200,14.240,1.270,146.20000,0.46000,0.290000,0.000000,,1315,K2 V,5000.00,0.79,0.87,0.030,[Fe/H],-0.354,4.58,0.400,2.48000,3.6000,
WASP-53 b,WASP-53,1,2,0,0,Transit,2017,Multiple Facilities,0,3.30984430,0.041010,12.038,1.074,677.61356,2.13200,2.280000,0.030000,241.67,1053,,4953.00,0.80,0.84,0.220,[Fe/H],-0.463,4.55,,2.32300,0.8600,
WASP-53 c,WASP-53,1,2,0,0,Radial Velocity,2017,Multiple Facilities,0,2840.00000000,3.730000,,,5196.52050,16.35000,,0.836900,,,,4953.00,0.80,0.84,0.220,[Fe/H],-0.463,4.55,,2.32300,0.8600,
WASP-54 b,WASP-54,2,1,0,0,Transit,2012,SuperWASP,0,3.69364000,0.049880,17.710,1.580,187.51970,0.59000,0.167000,0.070000,1639.11,1759,F9,6100.00,1.76,1.08,-0.270,[Fe/H],0.575,4.00,6.900,0.28000,4.0000,
WASP-55 b,WASP-55,2,1,0,0,Transit,2012,SuperWASP,0,4.46563000,0.055800,14.908,1.330,193.87630,0.61000,0.329000,0.000000,471.60,1300,,5900.00,1.09,1.11,-0.200,[Fe/H],0.163,4.30,1.100,1.20000,3.1000,
WASP-56 b,WASP-56,2,1,0,0,Transit,2012,SuperWASP,0,4.61710000,0.056140,10.536,0.940,143.02350,0.45000,0.583000,0.000000,447.82,1216,G6,5600.00,0.96,0.71,0.120,[Fe/H],0.103,4.50,6.200,1.14000,1.5000,
WASP-57 b,WASP-57,1,1,0,0,Transit,2012,SuperWASP,0,2.83891856,0.037690,11.769,1.050,204.68252,0.64400,0.693000,0.059000,702.39,1338,G6,5600.00,0.93,0.89,-0.250,[Fe/H],-0.005,4.45,2.600,1.56800,3.7000,
WASP-58 b,WASP-58,2,1,0,0,Transit,2012,SuperWASP,0,5.01718000,0.056200,16.029,1.430,308.29510,0.97000,0.450000,0.000000,404.71,1270,G2 V,5800.00,1.22,1.06,-0.450,[Fe/H],0.160,4.27,12.800,0.83000,2.8000,
WASP-59 b,WASP-59,1,1,0,0,Transit,2012,SuperWASP,0,7.91958500,0.069700,8.687,0.775,274.27600,0.86300,2.400000,0.100000,38.03,670,K5 V,4650.00,0.61,0.72,-0.150,[Fe/H],-0.794,4.72,0.500,4.38000,2.3000,
WASP-6 b,WASP-6,1,1,0,0,Transit,2009,SuperWASP,0,3.36101000,0.042170,11.545,1.030,117.59710,0.37000,0.326000,0.050000,273.03,1184,,5450.00,0.73,0.55,-0.200,[Fe/H],-0.297,4.60,11.000,2.01000,1.4000,23.80
WASP-60 b,WASP-60,1,1,0,0,Transit,2012,SuperWASP,0,4.30500000,0.055480,9.864,0.880,174.80650,0.55000,0.378000,0.000000,925.49,1479,G1 V,5900.00,1.17,1.19,-0.040,[Fe/H],0.347,4.20,1.700,1.03000,3.8000,
WASP-61 b,WASP-61,1,1,0,0,Transit,2012,SuperWASP,0,3.85590000,0.052100,15.805,1.410,851.78440,2.68000,1.423000,0.000000,1062.03,1624,,6250.00,1.55,1.82,-0.100,[Fe/H],0.425,4.26,2.700,0.69000,10.3000,
WASP-62 b,WASP-62,1,1,0,0,Transit,2012,SuperWASP,0,4.41195000,0.057100,14.796,1.320,165.27160,0.52000,0.262000,0.000000,999.83,1475,,6230.00,1.23,1.11,0.040,[Fe/H],0.346,4.45,2.600,0.85000,9.3000,
WASP-63 b,WASP-63,1,1,0,0,Transit,2012,SuperWASP,0,4.37808000,0.057400,15.805,1.410,117.59710,0.37000,0.173000,0.000000,1103.27,1470,,5550.00,1.86,1.28,0.080,[Fe/H],0.449,4.01,8.300,0.28000,2.8000,
WASP-64 b,WASP-64,2,1,0,0,Transit,2012,SuperWASP,0,1.57329180,0.026480,14.247,1.271,403.94500,1.27100,0.823000,0.000000,1563.64,1689,G7,5400.00,1.06,1.00,-0.080,[Fe/H],-0.022,4.39,1.200,1.19600,3.4000,
WASP-65 b,WASP-65,1,1,0,0,Transit,2013,SuperWASP,0,2.31142430,0.033400,12.464,1.112,492.62000,1.55000,1.500000,0.000000,796.89,1480,G6,5600.00,1.01,0.93,-0.070,[Fe/H],0.055,4.40,8.000,1.28000,3.6000,
WASP-66 b,WASP-66,1,1,0,0,Transit,2012,SuperWASP,0,4.08605000,0.054600,15.693,1.400,746.90050,2.35000,1.144000,0.000000,1434.77,1570,,6600.00,1.76,1.33,-0.310,[Fe/H],0.637,4.30,3.700,0.34000,11.8000,
WASP-67 b,WASP-67,1,1,0,0,Transit,2012,SuperWASP,0,4.61442000,0.051790,12.890,1.150,136.66690,0.43000,0.388000,0.000000,,1003,,5200.00,0.88,0.91,-0.070,[Fe/H],-0.294,4.35,12.600,1.88000,2.1000,
WASP-68 b,WASP-68,2,1,0,0,Transit,2014,SuperWASP,0,5.08430000,0.062060,14.796,1.320,343.25640,1.08000,0.665000,0.000000,,1490,G0,5910.00,1.79,1.49,0.220,[Fe/H],0.505,4.17,5.700,0.36000,2.3000,
WASP-69 b,WASP-69,1,1,0,0,Transit,2014,SuperWASP,0,3.86814000,0.045250,12.442,1.110,92.17070,0.29000,0.291000,0.000000,180.56,963,K5,4700.00,0.86,0.98,0.150,[Fe/H],-0.468,4.50,7.000,2.18000,2.2000,23.07
WASP-7 b,WASP-7,1,1,0,0,Transit,2008,SuperWASP,0,4.95464160,0.061700,14.908,1.330,305.11680,0.96000,0.550000,0.034000,902.20,1487,,6400.00,1.43,1.28,0.000,[Fe/H],0.537,4.23,2.400,0.61100,17.0000,
WASP-70 A b,WASP-70 A,2,1,0,0,Transit,2014,SuperWASP,0,3.71302030,0.048530,13.047,1.164,187.51200,0.59000,0.499000,0.000000,,1387,G4,5763.00,1.22,1.11,-0.006,[Fe/H],0.162,4.31,9.500,0.87200,1.8000,
WASP-71 b,WASP-71,1,1,0,0,Transit,2012,SuperWASP,0,2.90367000,0.046220,13.227,1.180,441.78370,1.39000,0.940000,0.000000,3384.61,2049,F8,6050.00,1.82,0.76,0.150,[Fe/H],0.768,3.90,3.000,0.18000,9.4000,
WASP-72 b,WASP-72,1,1,0,0,Transit,2012,SuperWASP,0,2.21673000,0.037110,14.460,1.290,731.00900,2.30000,0.870000,0.000000,2007.96,2210,F7,6250.00,2.18,2.78,-0.060,[Fe/H],0.724,4.09,3.200,0.38000,6.0000,
WASP-73 b,WASP-73,1,1,0,0,Transit,2014,SuperWASP,0,4.08722000,0.055120,15.917,1.420,908.99380,2.86000,1.596000,0.000000,2242.36,1790,F9,6030.00,2.55,2.52,0.140,[Fe/H],0.795,3.93,4.300,0.21000,6.1000,
WASP-74 b,WASP-74,1,1,0,0,Transit,2015,SuperWASP,0,2.13775000,0.034430,15.244,1.360,228.83760,0.72000,0.369700,0.000000,,1926,F9,5990.00,1.42,0.98,0.390,[Fe/H],0.400,4.39,3.700,0.48000,6.0300,
WASP-75 b,WASP-75,2,1,0,0,Transit,2013,SuperWASP,0,2.48419300,0.037500,14.235,1.270,340.06000,1.07000,0.690000,0.000000,1657.00,1710,F9,6100.00,1.26,1.14,0.070,[Fe/H],0.304,4.29,3.500,0.79000,4.3000,
WASP-76 b,WASP-76,2,1,0,0,Transit,2016,SuperWASP,0,1.80988600,0.033000,20.512,1.830,292.40360,0.92000,0.201000,0.000000,5139.03,2160,F7,6250.00,1.73,1.46,0.230,[Fe/H],0.689,4.13,5.300,0.40300,3.3000,
WASP-77 A b,WASP-77 A,2,1,0,0,Transit,2012,SuperWASP,0,1.36002854,0.023350,13.787,1.230,529.81995,1.66700,1.115000,0.007400,1440.00,1715,G8 V,5617.00,0.91,0.90,-0.100,[Fe/H],-0.129,4.48,6.200,1.69200,4.0000,15.40
WASP-78 b,WASP-78,1,1,0,0,Transit,2012,SuperWASP,0,2.17518000,0.034880,21.633,1.930,352.79130,1.11000,0.131000,0.000000,4812.62,2470,,6100.00,2.46,1.87,-0.350,[Fe/H],0.763,4.10,2.800,0.18000,7.1000,
WASP-79 b,WASP-79,1,1,0,0,Transit,2012,SuperWASP,0,3.66238000,0.051900,18.719,1.670,270.15550,0.85000,0.130000,0.000000,1645.99,1716,,6600.00,1.60,1.43,0.030,[Fe/H],0.664,4.20,1.400,0.49000,19.1000,
WASP-8 b,WASP-8,2,2,0,0,Transit,2010,SuperWASP,0,8.15872000,0.080100,12.666,1.130,807.28820,2.54000,2.470000,0.310000,138.82,875,G8 V,5600.00,1.03,1.34,0.170,[Fe/H],-0.058,4.50,4.000,1.74000,1.9000,
WASP-8 c,WASP-8,2,2,0,0,Radial Velocity,2013,SuperWASP,0,4323.00000000,5.280000,12.500,1.120,3003.37000,9.45000,8.450000,0.000000,,,G8 V,5690.00,0.99,1.04,0.170,[Fe/H],-0.058,4.44,4.000,1.22000,1.9000,
WASP-80 b,WASP-80,1,1,0,0,Transit,2012,SuperWASP,0,3.06785234,0.034400,11.198,0.999,170.99254,0.53800,0.717000,0.002000,72.44,825,K7-M0 V,4143.00,0.59,0.58,-0.130,[Fe/H],-1.040,4.66,7.000,4.05000,1.2700,
WASP-81 b,WASP-81,1,1,0,0,Transit,2017,Multiple Facilities,0,2.71647620,0.039080,16.018,1.429,231.69807,0.72900,0.332000,0.066000,1034.09,1623,,5870.00,1.28,1.08,-0.360,[Fe/H],0.246,4.26,,0.72300,,
WASP-82 b,WASP-82,1,1,0,0,Transit,2015,SuperWASP,0,2.70579000,0.044700,18.159,1.620,371.86110,1.17000,0.354000,0.000000,3557.29,2190,F5,6480.00,2.10,1.48,0.120,[Fe/H],0.794,3.96,,0.22000,2.6000,
WASP-83 b,WASP-83,1,1,0,0,Transit,2015,SuperWASP,0,4.97125200,0.059000,11.657,1.040,95.34900,0.30000,0.350000,0.000000,238.88,1120,G8,5510.00,1.05,1.11,0.290,[Fe/H],-0.050,4.44,5.000,1.40000,0.5000,
WASP-84 b,WASP-84,1,1,0,0,Transit,2014,SuperWASP,0,8.52348650,0.077100,10.559,0.942,220.56500,0.69400,1.104000,0.000000,34.70,797,K0,5314.00,0.75,0.84,0.000,[Fe/H],-0.325,4.40,1.000,2.83900,4.1000,14.36
WASP-85 A b,WASP-85 A,2,1,0,0,Transit,2016,K2,0,2.65567770,0.039000,13.899,1.240,402.05495,1.26500,0.880000,0.000000,640.33,1452,G5 V,6112.00,0.94,1.09,0.118,[M/H],-0.071,4.50,,1.87500,,15.10
WASP-87 b,WASP-87,2,1,0,0,Transit,2016,Anglo-Australian Telescope,0,1.68279500,0.029460,15.524,1.385,692.86940,2.18000,1.020000,0.000000,4170.10,2050,,6450.00,1.63,1.20,,,0.537,4.08,,0.47905,9.9000,
WASP-88 b,WASP-88,1,1,0,0,Transit,2014,SuperWASP,0,4.95400000,0.064310,16.365,1.460,133.48860,0.42000,0.141000,0.000000,1489.55,1772,F6,6430.00,1.80,0.94,-0.080,[Fe/H],0.724,3.96,3.000,0.23000,8.4000,
WASP-89 b,WASP-89,1,1,0,0,Transit,2015,SuperWASP,0,3.35642270,0.042700,11.657,1.040,1875.19700,5.90000,7.000000,0.193000,,1120,K3,5130.00,0.88,0.92,0.150,[Fe/H],-0.343,4.52,1.300,1.92000,2.5000,20.20
WASP-90 b,WASP-90,1,1,0,0,Transit,2016,SuperWASP,0,3.91624300,0.056200,18.271,1.630,200.23290,0.63000,0.193000,0.000000,1704.49,1840,F6,6430.00,1.98,1.55,0.110,[Fe/H],0.630,4.03,4.400,0.28000,6.0000,
WASP-91 b,WASP-91,1,1,0,0,Transit,2017,SuperWASP-South,0,2.79858100,0.037000,11.545,1.030,425.89220,1.34000,1.590000,0.000000,332.56,1160,K3,4920.00,0.86,0.84,0.190,[Fe/H],-0.383,4.30,,1.83000,2.4000,
WASP-92 b,WASP-92,1,1,0,0,Transit,2016,SuperWASP,0,2.17467420,0.034800,16.376,1.461,255.85315,0.80500,0.346000,0.000000,1622.25,1871,F7,6280.00,1.34,1.19,0.000,[Fe/H],0.275,4.26,2.290,0.69700,5.7300,10.07
WASP-93 b,WASP-93,1,1,0,0,Transit,2016,SuperWASP,0,2.73253210,0.042110,17.901,1.597,467.21010,1.47000,0.479000,0.000000,2531.13,1942,F4,6700.00,1.52,1.33,0.070,[Fe/H],0.618,4.20,0.700,0.53000,37.0000,1.45
WASP-94 A b,WASP-94 A,2,2,0,0,Transit,2014,SuperWASP,0,3.95019000,0.055000,17.710,1.580,158.91500,0.50000,0.118000,0.000000,1364.09,1604,F8,6170.00,1.48,1.67,0.260,[Fe/H],0.510,4.27,2.700,0.73000,4.2000,
WASP-94 B b,WASP-94 B,2,2,0,0,Radial Velocity,2014,SuperWASP,0,2.00839000,0.033500,14.100,1.260,196.41100,0.61800,0.385000,0.000000,,,F9,6040.00,1.35,1.24,0.230,[Fe/H],0.351,4.26,4.000,0.54332,1.5000,
WASP-95 b,WASP-95,1,1,0,0,Transit,2014,SuperWASP,0,2.18467000,0.034160,13.787,1.230,457.67520,1.44000,0.840000,0.000000,1362.14,1570,G2,5830.00,1.23,1.46,0.140,[Fe/H],0.178,4.36,2.400,1.09000,3.1000,
WASP-96 b,WASP-96,1,1,0,0,Transit,2014,SuperWASP,0,3.42526020,0.045300,13.450,1.200,152.55000,0.48000,0.370000,0.000000,546.49,1285,G8,5540.00,1.05,1.06,0.140,[Fe/H],0.032,4.42,8.000,1.29900,1.5000,
WASP-97 b,WASP-97,1,1,0,0,Transit,2014,SuperWASP,0,2.07276000,0.033030,12.778,1.140,432.24880,1.36000,1.210000,0.000000,1176.48,1555,G5,5640.00,1.08,1.18,0.230,[Fe/H],0.071,4.45,4.800,1.34000,1.1000,
WASP-98 b,WASP-98,2,1,0,0,Transit,2014,SuperWASP,0,2.96264036,0.037620,12.823,1.144,293.03926,0.92200,0.764000,0.070000,269.88,1171,G7,5473.00,0.74,0.81,-0.490,[Fe/H],-0.358,4.61,2.700,2.80100,0.9900,
WASP-99 b,WASP-99,1,1,0,0,Transit,2014,SuperWASP,0,5.75251000,0.071700,11.433,1.020,772.32690,2.43000,2.790000,0.000000,828.83,1480,F8,6150.00,1.64,1.21,0.210,[Fe/H],0.543,4.30,3.000,0.39000,6.8000,
WD 0806-661 b,WD 0806-661,1,1,0,0,Imaging,2011,Spitzer Space Telescope,0,,2500.000000,12.600,1.120,2542.62726,8.00000,6.980000,,,340,DQ,9552.00,,0.62,,,,,2.100,,,
WD 1856+534 b,WD 1856+534,3,1,0,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,1.40794050,0.020400,10.400,0.928,4386.05400,13.80000,21.400000,0.000000,0.18,163,,4710.00,0.01,0.52,,,-4.120,7.92,7.930,,,
WISEP J121756.91+162640.2 A b,WISEP J121756.91+162640.2 A,1,1,0,0,Imaging,2012,W. M. Keck Observatory,0,,8.000000,10.468,0.934,6992.00000,22.00000,33.500000,,,450,T8.5,575.00,0.09,0.03,,,-6.090,5.00,6.000,,,
WTS-1 b,WTS-1,1,1,0,0,Transit,2012,United Kingdom Infrared Telescope,0,3.35205700,0.047000,16.700,1.490,1274.44000,4.01000,1.610000,0.100000,,1500,F6 V,6250.00,1.15,1.20,-0.500,[Fe/H],0.088,4.40,2.550,1.11290,7.0000,
WTS-2 b,WTS-2,1,1,0,0,Transit,2014,United Kingdom Infrared Telescope,0,1.01870680,0.018550,15.278,1.363,355.96960,1.12000,0.540000,0.000000,2544.65,2000,K2 V,5000.00,0.75,0.82,0.200,[Fe/H],-0.288,4.60,0.600,2.72000,2.2000,
Wendelstein-1 b,Wendelstein-1,1,1,0,0,Transit,2020,Haleakala Observatory,0,2.66341600,0.028200,11.561,1.031,188.15536,0.59200,0.720000,0.012000,113.61,2198,K7 V,4251.00,0.61,0.65,,,-0.938,4.55,,2.59070,,
Wendelstein-2 b,Wendelstein-2,1,1,0,0,Transit,2020,Haleakala Observatory,0,1.75222390,0.023400,12.993,1.159,232.33373,0.73100,0.620000,0.057000,282.31,2470,K6 V,4591.00,0.66,0.73,,,-0.834,4.53,,2.35899,,
Wolf 1061 b,Wolf 1061,1,3,0,0,Radial Velocity,2015,La Silla Observatory,0,4.88690000,0.037500,1.210,0.108,1.91000,0.00601,5.920000,0.150000,7.34,,M3.5,3342.00,0.31,0.29,-0.090,[Fe/H],-1.991,4.90,,12.74782,,95.00
Wolf 1061 c,Wolf 1061,1,3,0,0,Radial Velocity,2015,La Silla Observatory,0,17.87190000,0.089000,1.660,0.148,3.41000,0.01073,4.100000,0.110000,1.30,,M3.5,3342.00,0.31,0.29,-0.090,[Fe/H],-1.991,4.90,,12.74782,,95.00
Wolf 1061 d,Wolf 1061,1,3,0,0,Radial Velocity,2015,La Silla Observatory,0,217.21000000,0.470000,2.690,0.240,7.70000,0.02423,2.170000,0.550000,0.06,,M3.5,3342.00,0.31,0.29,-0.090,[Fe/H],-1.991,4.90,,12.74782,,95.00
Wolf 1069 b,Wolf 1069,1,1,0,0,Radial Velocity,2023,Calar Alto Observatory,0,15.56400000,0.067200,1.080,0.096,1.26000,0.00396,5.500000,,0.65,250,M5.0 V,3158.00,0.18,0.17,0.070,[Fe/H],-2.531,4.93,,30.99475,2.0000,160.00
Wolf 503 b,Wolf 503,1,1,0,0,Transit,2018,K2,0,6.00127000,0.057060,2.043,0.182,6.26000,0.01970,2.920000,0.410000,69.60,790,K3.5 V,4716.00,0.69,0.69,-0.470,[Fe/H],-0.676,4.62,11.000,2.17000,,
XO-1 b,XO-1,1,1,0,0,Transit,2006,XO,0,3.94153000,0.048800,12.778,1.140,263.79890,0.83000,0.640000,0.000000,321.85,1210,G1 V,5750.00,0.88,0.88,0.020,[Fe/H],-0.086,4.51,0.900,1.79000,1.1100,
XO-2 N b,XO-2 N,2,3,0,0,Transit,2007,XO,0,2.61586178,0.036800,11.131,0.993,179.89178,0.56600,0.715000,0.028000,428.04,1328,K0 V,5340.00,0.99,0.97,0.430,,-0.088,4.43,7.800,1.41000,1.0700,28.60
XO-2 S b,XO-2 S,2,3,0,0,Radial Velocity,2014,Roque de los Muchachos Observatory,0,18.15700000,0.130000,10.900,0.971,82.63580,0.26000,0.351000,0.180000,,,,5399.00,1.00,0.98,0.390,[Fe/H],-0.123,4.43,7.100,1.54210,1.7000,
XO-2 S c,XO-2 S,2,3,0,0,Radial Velocity,2014,Roque de los Muchachos Observatory,0,120.80000000,0.475600,13.600,1.210,435.40900,1.37000,0.951000,0.152800,,,,5399.00,1.02,0.98,0.390,[Fe/H],-0.123,4.43,7.100,1.54210,1.7000,
XO-3 b,XO-3,1,1,0,0,Transit,2007,XO,0,3.19154000,0.047600,15.805,1.410,2316.98070,7.29000,8.090000,0.290000,1033.99,1729,F5V,6429.00,1.54,0.58,-0.180,[Fe/H],0.706,3.95,2.820,0.22000,18.5400,
XO-4 b,XO-4,1,1,0,0,Transit,2008,XO,0,4.12508000,0.055240,14.011,1.250,451.31860,1.42000,0.830000,0.000000,1036.53,1630,F5 V,6397.00,1.45,1.10,-0.040,[Fe/H],0.536,4.18,2.100,0.50000,8.8000,
XO-5 b,XO-5,1,1,0,0,Transit,2008,XO,0,4.18775580,0.051500,12.780,1.140,378.20000,1.19000,1.060000,0.000000,397.48,1230,G8 V,5430.00,1.13,1.04,0.050,[Fe/H],-0.060,4.35,8.500,1.01000,0.7000,
XO-6 b,XO-6,1,1,0,0,Transit,2016,XO,0,3.76500070,0.081500,23.203,2.070,1398.45200,4.40000,0.620000,0.000000,588.31,1577,F5,6720.00,1.93,1.47,-0.070,[Fe/H],0.536,4.04,1.880,1.00000,48.0000,
XO-7 b,XO-7,1,1,0,0,Transit,2019,XO,0,2.86414240,0.044210,15.390,1.373,225.34147,0.70900,0.340000,0.038000,1540.00,1743,G0 V,6250.00,1.48,1.41,0.432,[Fe/H],0.431,4.25,1.180,0.45108,6.0000,
YSES 2 b,YSES 2,1,1,0,0,Imaging,2021,Paranal Observatory,0,,115.000000,12.700,1.140,2002.31896,6.30000,5.370000,,,,K1 V,4749.00,1.19,1.10,,,-0.185,4.25,0.014,0.82845,19.3000,2.73
YZ Cet b,YZ Cet,1,3,0,0,Radial Velocity,2017,La Silla Observatory,0,2.02087000,0.016340,0.913,0.081,0.70000,0.00220,5.050000,0.060000,8.21,471,M4.5 V,3151.00,0.16,0.14,-0.180,[Fe/H],-2.659,5.17,3.800,,2.0000,68.28
YZ Cet c,YZ Cet,1,3,0,0,Radial Velocity,2017,La Silla Observatory,0,3.05989000,0.021560,1.050,0.093,1.14000,0.00359,5.410000,0.000000,4.72,410,M4.5 V,3151.00,0.16,0.14,-0.180,[Fe/H],-2.659,5.17,3.800,,2.0000,68.28
YZ Cet d,YZ Cet,1,3,0,0,Radial Velocity,2017,La Silla Observatory,0,4.65626000,0.028510,1.030,0.092,1.09000,0.00343,5.480000,0.070000,2.70,357,M4.5 V,3151.00,0.16,0.14,-0.180,[Fe/H],-2.659,5.17,3.800,,2.0000,68.28
alf Ari b,alf Ari,1,1,0,0,Radial Velocity,2010,Bohyunsan Optical Astronomical Observatory,0,380.80000000,1.200000,13.400,1.200,572.07000,1.80000,1.310000,0.250000,,,K2III,4553.00,13.90,1.50,-0.160,[Fe/H],1.934,2.49,,,3.1000,
alf Tau b,alf Tau,2,1,0,0,Radial Velocity,2015,Multiple Observatories,0,628.96000000,1.460000,12.700,1.130,2056.36010,6.47000,5.520000,0.100000,,,K5 III,4055.00,45.10,1.13,-0.270,[Fe/H],2.672,1.20,6.600,,,
b Cen AB b,b Cen A,2,1,0,1,Imaging,2021,Paranal Observatory,0,1790000.00000000,556.000000,12.400,1.110,3464.32964,10.90000,9.980000,0.400000,,,B2.5 V,,,5.50,,,,,0.015,,,
bet Cnc b,bet Cnc,2,1,0,0,Radial Velocity,2014,Bohyunsan Optical Astronomical Observatory,0,605.20000000,1.700000,12.600,1.120,2479.00000,7.80000,6.810000,0.080000,,,K4 III,4092.10,47.20,1.70,-0.290,[Fe/H],2.900,1.40,1.850,,3.7000,
